date,label,Latitude,Longitude,notes_polarity,notes_subjectivity,comments_polarity,comments_subjectivity,best_season
225,2,47.54409,-122.011459,0.0,0.0,0.25,0.35,1
223,2,47.17303,-122.59802,0.0,0.0,0.1,0.1,1
223,2,47.282048,-122.402385,0.0,0.0,0.11111111111111112,0.2888888888888889,1
223,2,47.291743,-122.366477,0.0,0.0,0.25,0.35,1
211,2,48.572882,-121.767321,0.0,0.0,0.5,0.5333333333333333,0
253,2,47.357703,-122.310946,0.0,0.0,0.2,0.2,1
226,2,46.797246,-123.027706,0.0,0.0,0.2520833333333333,0.4979166666666667,1
218,2,47.86741,-122.1024,0.0,0.0,-0.02291666666666667,0.4354166666666667,1
249,2,47.97659,-122.20596,0.0,0.0,-0.04583333333333334,0.37083333333333335,1
213,2,45.624672,-122.23176,0.0,0.0,0.1619047619047619,0.24523809523809526,0
212,2,48.706481,-122.505053,0.0,0.0,0.2333333333333333,0.2888888888888889,0
260,2,47.120218,-122.190379,0.0,0.0,0.2,0.2,1
232,2,45.731714,-122.414085,0.0,0.0,0.2,0.2,1
255,2,48.428741,-122.33166,0.0,0.0,0.2,0.2,1
256,2,47.574376,-122.30544,0.0,0.0,0.2,0.2,1
267,2,48.868684,-122.624094,0.0,0.0,0.2,0.2,0
271,2,47.67482,-122.378888,0.0,0.0,0.2,0.2,1
273,2,47.76251,-122.130835,0.0,0.0,0.2,0.2,1
222,2,47.638016,-122.352806,0.0,0.0,0.2333333333333333,0.3,1
231,2,47.8526,-121.98087,0.0,0.0,0.1,0.6,1
276,2,46.753001,-117.24759,0.0,0.0,0.2,0.2,1
214,2,46.612901,-120.426392,0.0,0.0,0.2,0.2,1
209,2,47.836278,-120.053487,0.0,0.0,0.25,0.2,0
173,2,47.279022,-119.544682,0.0,0.0,0.2,0.2,0
192,2,46.532776,-117.915013,0.0,0.0,0.2,0.2,0
195,2,46.20645,-119.76877,0.0,0.0,0.2,0.2,0
208,2,47.333974,-118.687852,0.0,0.0,0.2,0.2,0
209,2,47.53815,-120.28128,0.0,0.0,0.2,0.2,0
210,2,46.504579,-120.480677,0.0,0.0,0.2,0.2,0
211,2,46.626106,-119.65063,0.0,0.0,0.2,0.2,0
211,2,47.418616,-120.258071,0.0,0.0,0.2,0.2,0
218,2,47.05101,-120.59152,0.0,0.0,0.2,0.2,1
236,2,47.59726,-119.39648,0.0,0.0,0.2,0.2,1
223,2,47.669584,-122.268095,0.0,0.0,0.43333333333333335,0.5277777777777778,1
219,2,47.71001,-120.67185,0.0,0.0,0.10833333333333335,0.5277777777777778,1
234,2,47.900331,-122.208626,0.0,0.0,0.1,0.475,1
214,2,47.23011,-122.137652,0.0,0.0,0.1,0.18333333333333335,1
214,2,46.953684,-122.830608,0.0,0.0,0.1,0.18333333333333335,1
216,2,47.638455,-122.170007,0.0,0.0,0.1,0.18333333333333335,1
217,2,48.513617,-121.699204,0.0,0.0,0.1,0.18333333333333335,1
221,2,48.201099,-122.487979,0.0,0.0,0.1,0.18333333333333335,1
225,2,48.943427,-122.463132,0.0,0.0,0.1,0.18333333333333335,0
232,2,46.64792,-122.91513,0.0,0.0,0.1,0.18333333333333335,1
235,2,48.933296,-122.569217,0.0,0.0,0.1,0.18333333333333335,0
235,2,48.950782,-122.515877,0.0,0.0,0.1,0.18333333333333335,0
215,2,47.931978,-122.059667,0.0,0.0,0.27499999999999997,0.2888888888888889,1
211,2,47.509668,-122.260523,0.0,0.0,0.1,0.18333333333333335,0
218,2,47.60357,-122.32945,0.0,0.0,0.06666666666666667,0.45555555555555555,1
218,2,47.57123,-122.38514,0.0,0.0,0.1,0.18333333333333335,1
218,2,47.218034,-122.540515,0.0,0.0,0.1,0.18333333333333335,1
219,2,47.05699,-122.29477,0.0,0.0,0.1,0.18333333333333335,1
229,2,47.50172,-123.06587,0.0,0.0,0.1,0.18333333333333335,1
228,2,48.576246,-122.331862,0.0,0.0,0.1,0.18333333333333335,1
230,2,48.477648,-122.166015,0.0,0.0,0.1,0.18333333333333335,1
247,2,47.243854,-122.790202,0.0,0.0,0.1,0.18333333333333335,1
225,2,48.57232,-123.08407,0.0,0.0,0.1,0.18333333333333335,0
236,2,48.405837,-122.268198,0.0,0.0,0.4047619047619047,0.5095238095238096,1
213,2,47.289093,-122.524498,0.0,0.0,0.25,0.35,0
213,2,48.020556,-122.075998,0.0,0.0,0.25,0.35,0
213,2,48.06114,-122.1769,0.0,0.0,0.25,0.35,0
215,2,47.14808,-122.1591,0.0,0.0,0.25,0.35,1
216,2,47.755985,-118.70598,0.0,0.0,0.25,0.35,1
218,2,47.560656,-122.289896,0.0,0.0,0.25,0.35,1
218,2,47.62984,-120.68945,0.0,0.0,0.25,0.35,1
219,2,48.48809,-122.48052,0.0,0.0,0.25,0.35,1
221,2,47.141445,-117.769621,0.0,0.0,0.25,0.35,1
222,2,47.879423,-122.257014,0.0,0.0,0.25,0.35,1
225,2,47.891121,-122.251039,0.0,0.0,0.25,0.35,1
226,2,48.10886,-122.7749,0.0,0.0,0.25,0.35,1
226,2,47.211043,-122.205347,0.0,0.0,0.25,0.35,1
228,2,47.668825,-122.400325,0.0,0.0,0.25,0.35,1
232,2,47.870097,-121.771984,0.0,0.0,0.25,0.35,1
246,2,47.24858,-122.537,0.0,0.0,0.25,0.35,1
206,2,47.493894,-121.775961,0.0,0.0,0.3125,0.45,0
228,2,47.525074,-122.225477,0.0,0.0,0.5,0.48333333333333334,1
228,2,47.240623,-122.445883,0.0,0.0,0.5,0.48333333333333334,1
221,2,46.912444,-122.671798,0.0,0.0,0.5,0.48333333333333334,1
221,2,47.131975,-122.411295,0.0,0.0,0.5,0.48333333333333334,1
212,2,47.200261,-117.51781,0.0,0.0,0.25,0.35,0
212,2,47.08953,-117.1628,0.0,0.0,0.25,0.35,0
233,2,47.04844,-122.87007,0.0,0.0,0.3055555555555555,0.45555555555555555,1
249,2,48.408343,-122.336482,0.0,0.0,0.5,0.5125,1
246,2,47.50524,-122.684707,0.0,0.0,0.43333333333333335,0.48333333333333334,1
252,2,48.12963,-123.20584,0.0,0.0,0.43333333333333335,0.48333333333333334,0
268,2,46.841351,-122.392016,0.0,0.0,0.43333333333333335,0.48333333333333334,1
294,2,48.503398,-119.338305,0.0,0.0,0.43333333333333335,0.48333333333333334,1
215,2,47.19044,-122.29537,0.0,0.0,0.1,0.18333333333333335,1
227,2,45.59324,-122.488527,0.0,0.0,0.2,0.2,1
233,2,47.060275,-122.379662,0.0,0.0,0.2,0.2,1
234,2,47.398357,-122.111738,0.0,0.0,0.2,0.2,1
236,2,47.709007,-122.284542,0.0,0.0,0.2,0.2,1
235,2,45.63346,-122.570986,0.0,0.0,0.2,0.2,1
237,2,47.945727,-122.228838,0.0,0.0,0.2,0.2,1
234,2,47.20433,-121.99136,0.0,0.0,0.2,0.2,1
236,2,47.388627,-122.656108,0.0,0.0,0.2,0.2,1
238,2,48.082204,-123.198713,0.0,0.0,0.2,0.2,0
217,2,47.63225,-122.630197,0.0,0.0,0.2,0.2,1
231,2,47.755195,-122.109534,0.0,0.0,0.2,0.2,1
231,2,47.61738,-122.05887,0.0,0.0,0.4125,0.35,1
254,2,48.532276,-121.887885,0.0,0.0,0.2,0.2,1
237,2,47.907508,-122.230233,0.0,0.0,0.2,0.2,1
231,2,48.52342,-122.91395,0.0,0.0,0.2,0.2,0
270,2,46.020144,-118.661825,0.0,0.0,0.2,0.2,1
230,2,46.465248,-124.052826,0.0,0.0,0.25,0.2,1
209,2,47.933129,-122.293699,0.0,0.0,0.2,0.2,0
215,2,47.050621,-123.109658,0.0,0.0,0.2,0.2,1
264,2,47.574194,-122.166457,0.0,0.0,0.6,0.475,1
239,2,47.35908,-121.923629,0.0,0.0,0.5,0.55,1
268,2,48.095955,-123.795088,0.0,0.0,0.5,0.55,0
225,2,48.845908,-122.588058,0.0,0.0,0.1,0.18333333333333335,0
216,2,47.54468,-122.374105,0.0,0.0,0.1,0.1,1
216,2,47.97659,-122.20596,0.0,0.0,0.06666666666666667,0.39999999999999997,1
238,2,47.68509,-122.372095,0.0,0.0,0.2,0.2,1
241,2,47.487766,-122.219129,0.0,0.0,0.2,0.2,1
230,2,48.39112,-122.64695,0.0,0.0,0.1,0.18333333333333335,1
233,2,48.242254,-122.373943,0.0,0.0,0.2,0.2,1
249,2,47.477551,-122.060598,0.0,0.0,0.2,0.2,1
251,2,47.855333,-121.677526,0.0,0.0,0.2,0.2,1
251,2,48.31647,-122.51477,0.0,0.0,0.2,0.2,1
234,2,47.906715,-121.931951,0.0,0.0,0.2,0.2,1
258,2,45.744309,-122.535741,0.0,0.0,-0.09305555555555556,0.4138888888888889,1
255,2,48.49268,-122.63295,0.0,0.0,0.2,0.2,1
259,2,47.420229,-122.010821,0.0,0.0,0.2,0.2,1
263,2,48.754556,-122.355564,0.0,0.0,0.2,0.2,1
264,2,48.46846,-122.33029,0.0,0.0,0.2,0.2,1
247,2,47.719267,-122.315819,0.0,0.0,0.2,0.2,1
252,2,47.90705,-122.384789,0.0,0.0,0.2,0.2,1
246,2,47.882167,-122.195532,0.0,0.0,0.2,0.2,1
208,2,47.020014,-122.891195,0.0,0.0,0.1,0.6,0
261,2,48.708025,-122.464589,0.0,0.0,0.2,0.2,1
264,2,47.53766,-122.16548,0.0,0.0,0.2,0.2,1
239,2,48.953787,-122.26614,0.0,0.0,0.2,0.2,1
243,2,47.879443,-122.147197,0.0,0.0,0.2,0.2,1
249,2,47.30151,-122.3303,0.0,0.0,0.2,0.2,1
249,2,47.654803,-122.160521,0.0,0.0,0.2,0.2,1
259,2,48.545776,-122.220749,0.0,0.0,0.2,0.2,1
273,2,47.246044,-122.429213,0.0,0.0,0.2,0.2,1
274,2,47.726017,-122.676581,0.0,0.0,0.2,0.2,1
236,2,47.007685,-122.962164,0.0,0.0,0.2,0.2,1
239,2,47.6459,-117.253179,0.0,0.0,0.2,0.2,1
239,2,47.853746,-122.204045,0.0,0.0,0.2,0.2,1
254,2,47.785322,-122.375933,0.0,0.0,0.2,0.2,1
242,2,47.908189,-122.202048,0.0,0.0,0.2,0.2,1
254,2,47.394157,-122.189103,0.0,0.0,0.2,0.2,1
256,2,47.227842,-122.214784,0.0,0.0,0.2,0.2,1
257,2,46.959808,-122.91682,0.0,0.0,0.2,0.2,1
261,2,48.891767,-122.470845,0.0,0.0,0.2,0.2,1
272,2,48.11542,-122.5708,0.0,0.0,0.2,0.2,1
282,2,48.494598,-122.669236,0.0,0.0,0.2,0.2,1
221,2,47.49721,-122.349374,0.0,0.0,0.1,0.1,1
273,2,47.102019,-122.397727,0.0,0.0,0.2,0.2,1
291,2,46.81651,-123.045374,0.0,0.0,0.2,0.2,1
296,2,47.282895,-122.370925,0.0,0.0,0.2,0.2,1
236,2,47.57083,-122.116973,0.0,0.0,0.1,0.15000000000000002,1
280,2,47.475779,-122.174094,0.0,0.0,0.25,0.2,1
241,2,48.442281,-122.66319,0.0,0.0,0.2,0.2,1
242,2,46.986494,-123.025588,0.0,0.0,0.2,0.2,1
243,2,47.634119,-122.646627,0.0,0.0,0.43333333333333335,0.48333333333333334,1
230,2,47.6719,-122.309099,0.0,0.0,0.25,0.35,1
232,2,48.176361,-122.527905,0.0,0.0,0.25,0.35,1
241,2,47.075321,-122.938893,0.0,0.0,0.25,0.35,1
242,2,47.443912,-122.130202,0.0,0.0,0.25,0.35,1
248,2,47.271095,-122.365131,0.0,0.0,0.25,0.35,1
249,2,47.769078,-122.208112,0.0,0.0,0.43333333333333335,0.48333333333333334,1
235,2,47.487594,-122.141388,0.0,0.0,0.43333333333333335,0.48333333333333334,1
237,2,47.44827,-122.349867,0.0,0.0,0.43333333333333335,0.48333333333333334,1
237,2,47.165431,-122.259652,0.0,0.0,0.43333333333333335,0.48333333333333334,1
239,2,47.165333,-122.258067,0.0,0.0,0.43333333333333335,0.48333333333333334,1
240,2,48.9429,-122.45079,0.0,0.0,0.43333333333333335,0.48333333333333334,0
241,2,47.307189,-122.371999,0.0,0.0,0.43333333333333335,0.48333333333333334,1
242,2,47.37821,-122.547277,0.0,0.0,0.43333333333333335,0.48333333333333334,1
243,2,47.587289,-122.179357,0.0,0.0,0.43333333333333335,0.48333333333333334,1
246,2,48.076941,-122.169435,0.0,0.0,0.43333333333333335,0.48333333333333334,1
246,2,48.23107,-122.40175,0.0,0.0,0.43333333333333335,0.48333333333333334,1
250,2,47.531225,-122.222416,0.0,0.0,0.43333333333333335,0.48333333333333334,1
250,2,47.587281,-122.377808,0.0,0.0,0.43333333333333335,0.48333333333333334,1
250,2,47.824793,-122.323378,0.0,0.0,0.43333333333333335,0.48333333333333334,1
253,2,47.679229,-122.271999,0.0,0.0,0.43333333333333335,0.48333333333333334,1
255,2,47.615469,-122.351444,0.0,0.0,0.43333333333333335,0.48333333333333334,1
255,2,47.214927,-121.137946,0.0,0.0,0.43333333333333335,0.48333333333333334,1
260,2,48.948178,-122.434531,0.0,0.0,0.43333333333333335,0.48333333333333334,1
260,2,47.865911,-121.986893,0.0,0.0,0.43333333333333335,0.48333333333333334,1
228,2,45.795906,-122.728302,0.0,0.0,0.2,0.2,1
292,2,47.658675,-122.131686,0.0,0.0,0.2,0.2,1
204,2,47.8408,-120.0168,0.0,0.0,0.25,0.35,0
227,2,45.692328,-121.881868,0.0,0.0,0.2,0.2,1
245,2,47.91188,-122.229591,0.0,0.0,0.05,0.25,1
228,2,46.024049,-122.83074,0.0,0.0,-0.024999999999999994,0.4,1
232,2,45.488689,-122.488862,0.0,0.0,0.2,0.2,1
279,2,46.989223,-122.890027,0.0,0.0,-0.019999999999999997,0.32,1
281,2,47.045726,-122.792312,0.0,0.0,0.25,0.2,1
231,2,47.638256,-122.351426,0.0,0.0,0.16666666666666666,0.5666666666666667,1
221,2,47.690938,-119.108498,0.0,0.0,0.2,0.2,1
215,2,47.58588,-122.388727,0.0,0.0,0.2,0.2,1
220,2,45.621509,-122.591326,0.0,0.0,0.1,0.18333333333333335,1
214,2,47.289738,-122.187615,0.0,0.0,0.1,0.18333333333333335,1
208,2,46.55621,-120.39197,0.0,0.0,0.25,0.35,0
282,2,47.18975,-122.87225,0.0,0.0,0.2,0.2,1
241,2,48.977464,-123.046965,0.0,0.0,0.25,0.2,0
243,2,48.909416,-122.446138,0.0,0.0,0.25,0.2,1
209,2,46.695014,-120.743934,0.0,0.0,0.2,0.2,0
233,2,47.924262,-117.355765,0.0,0.0,0.26416666666666666,0.6083333333333333,1
208,2,46.65404,-120.53113,0.0,0.0,0.2,0.2,0
242,2,48.25431,-121.60421,0.0,0.0,0.39999999999999997,0.4000000000000001,1
270,2,45.65224,-122.534257,0.0,0.0,0.1,0.6,1
206,2,46.41399,-117.05521,0.0,0.0,0.1,0.18333333333333335,0
202,2,48.40315,-122.64749,0.0,0.0,0.1,0.1,0
170,2,47.62984,-120.68945,0.0,0.0,0.0,0.0,0
154,2,48.930139,-122.521446,0.0,0.0,0.0,0.0,0
176,2,48.994043,-122.265018,0.0,0.0,0.0,0.0,0
179,2,47.762372,-120.166098,0.0,0.0,0.0,0.0,0
135,2,47.2022,-122.24,0.0,0.0,0.5,0.5,0
153,2,47.263518,-122.647769,0.0,0.0,1.0,1.0,0
149,2,47.783707,-122.49238,0.0,0.0,0.0,0.0,0
156,2,47.668471,-117.401621,0.0,0.0,0.0,0.0,0
163,2,48.891581,-122.350758,0.0,0.0,0.0,0.0,0
186,2,47.93669,-122.227271,0.0,0.0,0.39999999999999997,0.5222222222222223,0
197,2,48.95921,-122.66856,0.0,0.0,0.875,0.9,0
170,2,47.548071,-122.258975,0.0,0.0,0.875,0.9,0
141,2,47.54103,-122.63847,0.0,0.0,0.0,0.0,0
170,2,46.28451,-119.192993,0.0,0.0,0.0,0.0,0
169,2,47.872818,-121.816455,0.0,0.0,0.0,0.0,0
178,2,47.098045,-122.641664,0.0,0.0,0.0,0.0,0
182,2,47.819557,-122.267824,0.0,0.0,0.0,0.16666666666666666,0
151,2,47.65726,-117.41228,0.0,0.0,0.0,0.0,0
187,2,47.646366,-122.35795,0.0,0.0,0.65,0.625,0
138,2,47.583325,-122.30953,0.0,0.0,0.0,0.0,0
156,2,48.839058,-122.616491,0.0,0.0,0.0,0.3333333333333333,0
181,2,47.943097,-122.107435,0.0,0.0,0.0,0.0,0
147,2,47.718381,-122.244582,0.0,0.0,0.0,0.0,0
148,2,47.768386,-122.533587,0.0,0.0,0.2,0.5,0
143,2,48.95716,-122.442328,0.0,0.0,0.0,0.0,0
179,2,47.286369,-122.29237,0.0,0.0,0.35,0.5333333333333333,0
165,2,46.520671,-124.040339,0.0,0.0,0.4,1.0,0
176,2,47.574509,-122.608247,0.0,0.0,0.0,0.0,0
199,2,47.595339,-122.538166,0.0,0.0,0.0,0.0,0
176,2,47.070274,-120.031115,0.0,0.0,0.0,0.0,0
197,2,47.382718,-119.486962,0.0,0.0,0.0,0.0,0
204,2,47.335563,-122.62679,0.0,0.0,0.0,0.16666666666666666,0
191,2,47.282509,-122.523254,0.0,0.0,0.0,0.16666666666666666,0
200,2,48.907806,-122.457983,0.0,0.0,0.0,0.16666666666666666,0
194,2,47.13196,-119.2771,0.0,0.0,0.0,0.0,0
199,2,46.995798,-122.994285,0.0,0.0,0.0,0.0,0
198,2,47.68774,-122.18811,0.0,0.0,0.0,0.0,0
145,2,47.22499,-122.46741,0.0,0.0,0.5,0.5,0
193,2,46.518059,-122.707123,0.0,0.0,0.0,0.0,0
169,2,47.264643,-122.531842,0.0,0.0,0.3,0.5,0
186,2,47.20433,-121.99136,0.0,0.0,0.5,0.5,0
188,2,47.864698,-122.199884,0.0,0.0,0.5,0.5,0
190,2,46.815361,-122.994037,0.0,0.0,0.5,0.5,0
173,2,47.83616,-120.01641,0.0,0.0,0.0,0.0,0
192,2,47.701545,-122.063859,0.0,0.0,0.0,0.0,0
192,2,47.461768,-122.281784,0.0,0.0,0.0,0.0,0
183,2,46.96679,-117.91437,0.0,0.0,0.0,0.0,0
186,2,47.3334,-119.55158,0.0,0.0,0.0,0.0,0
154,2,46.65221,-122.931688,0.0,0.0,0.0,0.0,0
138,2,47.23676,-122.865346,0.0,0.0,-0.03611111111111111,0.5166666666666667,0
198,2,47.494711,-120.357834,0.0,0.0,-0.06944444444444445,0.40277777777777773,0
150,2,47.62984,-120.68945,0.0,0.0,0.16666666666666666,0.5333333333333333,0
109,2,48.931157,-122.548199,0.0,0.0,0.0,0.0,0
237,2,47.767236,-122.203342,0.0,0.0,0.0,0.0,1
237,2,46.212198,-119.293372,0.0,0.0,0.0,0.0,1
192,2,46.417813,-117.033198,0.0,0.0,-0.3,0.5,0
133,2,47.00379,-123.40382,0.0,0.0,-0.1,0.3,0
165,2,47.256264,-122.214568,0.0,0.0,0.0,0.0,0
149,2,46.996464,-124.163885,0.0,0.0,0.4,0.5125,0
151,2,48.072186,-121.041012,0.0,0.0,0.16666666666666666,0.5333333333333333,0
156,2,48.237708,-122.245875,0.0,0.0,0.0,0.0,0
187,2,47.8408,-120.0168,0.0,0.0,0.0,0.0,0
187,2,46.28427,-119.18917,0.0,0.0,0.0,0.0,0
188,2,47.8408,-120.0168,0.0,0.0,0.0,0.0,0
190,2,46.218477,-119.264509,0.0,0.0,0.0,0.0,0
193,2,47.30853,-119.54238,0.0,0.0,0.0,0.0,0
193,2,46.695252,-120.521207,0.0,0.0,0.0,0.0,0
141,2,47.69733,-122.17461,0.0,0.0,1.0,1.0,0
317,4,49.025831,-122.810653,0.0,0.0,0.2,1.0,0
148,4,48.955587,-122.661037,0.0,0.0,1.0,0.75,0
159,4,48.777534,-122.418612,0.0,0.0,-0.75,0.9,0
198,1,47.487496,-118.958142,0.0,0.0,-0.5,0.5,0
135,1,47.574972,-117.678159,0.0,0.0,0.0,0.5,0
161,1,48.016374,-122.053332,0.0,0.0,0.0,0.0,0
161,1,46.172385,-122.914926,0.0,0.0,0.0,0.0,0
187,1,46.940812,-119.963979,0.0,0.0,0.0,0.0,0
192,1,47.444541,-120.275693,0.0,0.0,0.0,0.0,0
192,1,47.858725,-119.1216,0.0,0.0,0.0,0.0,0
284,1,47.658029,-117.754412,0.0,0.0,0.0,0.0,1
303,1,47.241065,-122.269603,0.0,0.0,0.0,0.0,1
89,1,46.631711,-123.95339,0.0,0.0,0.0,0.0,0
97,1,47.526522,-122.324858,0.0,0.0,0.0,0.0,0
98,1,47.473632,-122.106425,0.0,0.0,0.0,0.0,0
100,1,47.749228,-122.338696,0.0,0.0,0.0,0.0,0
100,1,46.612154,-123.95825,0.0,0.0,0.0,0.0,0
109,1,48.291872,-122.523503,0.0,0.0,0.0,0.0,0
120,1,48.960483,-122.458186,0.0,0.0,0.0,0.0,0
120,1,47.385843,-121.094613,0.0,0.0,0.0,0.0,0
121,1,48.939921,-122.464611,0.0,0.0,0.0,0.0,0
121,1,48.939921,-122.464611,0.0,0.0,0.0,0.0,0
122,1,47.49348,-121.7831,0.0,0.0,0.0,0.0,0
122,1,48.425484,-122.595535,0.0,0.0,0.0,0.0,0
123,1,47.010359,-122.857551,0.0,0.0,0.0,0.0,0
124,1,47.753368,-122.584119,0.0,0.0,0.0,0.0,0
124,1,48.759255,-122.486796,0.0,0.0,0.0,0.0,0
124,1,47.449188,-122.687417,0.0,0.0,0.0,0.0,0
124,1,47.764173,-122.381799,0.0,0.0,0.0,0.0,0
125,1,47.366905,-122.809806,0.0,0.0,0.0,0.0,0
125,1,46.03372,-122.87039,0.0,0.0,0.0,0.0,0
125,1,47.480338,-122.266475,0.0,0.0,0.0,0.0,0
126,1,47.850202,-122.295347,0.0,0.0,0.0,0.0,0
126,1,46.19133,-122.893722,0.0,0.0,0.0,0.0,0
126,1,47.188007,-122.177383,0.0,0.0,0.0,0.0,0
126,1,47.645748,-122.375074,0.0,0.0,0.0,0.0,0
126,1,47.645748,-122.375075,0.0,0.0,0.0,0.0,0
126,1,47.25513,-122.44164,0.0,0.0,0.0,0.0,0
127,1,47.574006,-122.414817,0.0,0.0,0.0,0.0,0
128,1,47.9691,-122.1936,0.0,0.0,0.0,0.0,0
128,1,48.42122,-122.33405,0.0,0.0,0.0,0.0,0
128,1,46.204945,-119.113535,0.0,0.0,0.0,0.0,0
129,1,47.761552,-122.267058,0.0,0.0,0.0,0.0,0
129,1,47.488659,-122.564227,0.0,0.0,0.0,0.0,0
129,1,48.54657,-117.90454,0.0,0.0,0.0,0.0,0
129,1,47.531865,-122.03164,0.0,0.0,0.0,0.0,0
130,1,47.945295,-122.098275,0.0,0.0,0.0,0.0,0
130,1,47.854597,-121.926726,0.0,0.0,0.0,0.0,0
130,1,47.628382,-122.088476,0.0,0.0,0.0,0.0,0
131,1,47.62986,-120.68945,0.0,0.0,0.0,0.0,0
131,1,47.62986,-120.68945,0.0,0.0,0.0,0.0,0
132,1,47.385209,-122.044826,0.0,0.0,0.0,0.0,0
132,1,47.10236,-122.58724,0.0,0.0,0.0,0.0,0
133,1,48.755202,-122.613553,0.0,0.0,0.0,0.0,0
135,1,47.183252,-122.203503,0.0,0.0,0.0,0.0,0
136,1,47.19174,-122.17064,0.0,0.0,0.0,0.0,0
137,1,48.75235,-122.47122,0.0,0.0,0.0,0.0,0
140,1,46.232395,-119.0982,0.0,0.0,0.0,0.0,0
141,1,47.194781,-122.167289,0.0,0.0,0.0,0.0,0
146,1,47.510572,-117.577497,0.0,0.0,0.0,0.0,0
149,1,47.081736,-122.2808,0.0,0.0,0.0,0.0,0
149,1,48.37991,-123.71614,0.0,0.0,0.0,0.0,0
150,1,47.921738,-122.123279,0.0,0.0,0.0,0.0,0
159,1,47.148015,-122.324372,0.0,0.0,0.0,0.0,0
162,1,47.970879,-122.805101,0.0,0.0,0.0,0.0,0
164,1,47.986015,-122.124337,0.0,0.0,0.0,0.0,0
165,1,46.108127,-120.389401,0.0,0.0,0.0,0.0,0
170,1,47.61002,-122.18791,0.0,0.0,0.0,0.0,0
172,1,47.62984,-120.68945,0.0,0.0,0.0,0.0,0
175,1,47.313968,-122.219479,0.0,0.0,0.0,0.0,0
177,1,47.524555,-121.943268,0.0,0.0,0.0,0.0,0
177,1,47.62984,-120.68945,0.0,0.0,0.0,0.0,0
182,1,45.672036,-122.588415,0.0,0.0,0.0,0.0,0
183,1,47.558662,-122.393318,0.0,0.0,0.0,0.0,0
184,1,48.951066,-122.451131,0.0,0.0,0.0,0.0,0
185,1,47.39907,-120.267058,0.0,0.0,0.0,0.0,0
185,1,47.364903,-122.059733,0.0,0.0,0.0,0.0,0
186,1,47.769358,-122.260875,0.0,0.0,0.0,0.0,0
186,1,46.28427,-119.18917,0.0,0.0,0.0,0.0,0
186,1,47.32064,-119.54176,0.0,0.0,0.0,0.0,0
187,1,48.758786,-122.497383,0.0,0.0,0.0,0.0,0
187,1,47.646366,-122.35795,0.0,0.0,0.0,0.0,0
187,1,46.96453,-120.56467,0.0,0.0,0.0,0.0,0
188,1,47.40828,-120.36535,0.0,0.0,0.0,0.0,0
189,1,47.617038,-122.64529,0.0,0.0,0.0,0.0,0
191,1,48.29061,-122.64722,0.0,0.0,0.0,0.0,0
192,1,48.075478,-122.269957,0.0,0.0,0.0,0.0,0
193,1,47.413909,-120.332139,0.0,0.0,0.0,0.0,0
195,1,47.13375,-122.300578,0.0,0.0,0.0,0.0,0
195,1,47.592082,-119.383877,0.0,0.0,0.0,0.0,0
195,1,46.977046,-120.526028,0.0,0.0,0.0,0.0,0
196,1,48.416817,-122.28835,0.0,0.0,0.0,0.0,0
197,1,48.1212,-122.77263,0.0,0.0,0.0,0.0,0
198,1,47.764782,-122.120168,0.0,0.0,0.0,0.0,0
