date,Latitude,Longitude,notes_polarity,notes_subjectivity,comments_polarity,comments_subjectivity,best_season,label
211,48.572882,-121.767321,0.0,0.0,0.5,0.5333333333333333,0,2.334881019901208
253,47.357703,-122.310946,0.0,0.0,0.2,0.2,1,1.7559927784563472
226,46.797246,-123.027706,0.0,0.0,0.2520833333333333,0.4979166666666667,1,2.255618624928708
218,47.86741,-122.1024,0.0,0.0,-0.0229166666666666,0.4354166666666667,1,2.1311630733056246
249,47.97659,-122.20596,0.0,0.0,-0.0458333333333333,0.3708333333333333,1,1.5376204338375232
213,45.624672,-122.23176,0.0,0.0,0.1619047619047619,0.2452380952380952,0,1.765658949279166
212,48.706481,-122.505053,0.0,0.0,0.2333333333333333,0.2888888888888889,0,1.8471337292709187
260,47.120218,-122.190379,0.0,0.0,0.2,0.2,1,1.7302798895812386
232,45.731714,-122.414085,0.0,0.0,0.2,0.2,1,1.7103966077906425
255,48.428741,-122.33166,0.0,0.0,0.2,0.2,1,1.7344540764813094
256,47.574376,-122.30544,0.0,0.0,0.2,0.2,1,1.7118782041823302
267,48.868684,-122.624094,0.0,0.0,0.2,0.2,0,2.522976581441293
271,47.67482,-122.378888,0.0,0.0,0.2,0.2,1,1.7066031914105038
273,47.76251,-122.130835,0.0,0.0,0.2,0.2,1,1.7123761027376803
222,47.638016,-122.352806,0.0,0.0,0.2333333333333333,0.3,1,1.7966806130834259
231,47.8526,-121.98087,0.0,0.0,0.1,0.6,1,1.9810003443364164
276,46.753001,-117.24759,0.0,0.0,0.2,0.2,1,1.7060975619168512
214,46.612901,-120.426392,0.0,0.0,0.2,0.2,1,1.7555603306229834
209,47.836278,-120.053487,0.0,0.0,0.25,0.2,0,1.767294417676711
173,47.279022,-119.544682,0.0,0.0,0.2,0.2,0,1.9590287802673694
192,46.532776,-117.915013,0.0,0.0,0.2,0.2,0,1.564421031527638
195,46.20645,-119.76877,0.0,0.0,0.2,0.2,0,1.5314556758081135
208,47.333974,-118.687852,0.0,0.0,0.2,0.2,0,1.8020242489939036
209,47.53815,-120.28128,0.0,0.0,0.2,0.2,0,1.7423714455289852
210,46.504579,-120.480677,0.0,0.0,0.2,0.2,0,1.775394630340763
211,46.626106,-119.65063,0.0,0.0,0.2,0.2,0,1.7312389472113994
211,47.418616,-120.258071,0.0,0.0,0.2,0.2,0,1.745700572011566
218,47.05101,-120.59152,0.0,0.0,0.2,0.2,1,1.7440751668213461
236,47.59726,-119.39648,0.0,0.0,0.2,0.2,1,1.7577448637138429
223,47.669584,-122.268095,0.0,0.0,0.4333333333333333,0.5277777777777778,1,1.7994105359064014
219,47.71001,-120.67185,0.0,0.0,0.1083333333333333,0.5277777777777778,1,2.188267358130166
234,47.900331,-122.208626,0.0,0.0,0.1,0.475,1,1.836227322834917
214,47.23011,-122.137652,0.0,0.0,0.1,0.1833333333333333,1,1.7235386121824905
214,46.953684,-122.830608,0.0,0.0,0.1,0.1833333333333333,1,1.7217720816842648
216,47.638455,-122.170007,0.0,0.0,0.1,0.1833333333333333,1,1.7141316816489323
217,48.513617,-121.699204,0.0,0.0,0.1,0.1833333333333333,1,1.8844149066038858
221,48.201099,-122.487979,0.0,0.0,0.1,0.1833333333333333,1,1.715909360338747
225,48.943427,-122.463132,0.0,0.0,0.1,0.1833333333333333,0,1.6013524204216283
232,46.64792,-122.91513,0.0,0.0,0.1,0.1833333333333333,1,1.7023230480442428
235,48.933296,-122.569217,0.0,0.0,0.1,0.1833333333333333,0,1.6670125968070235
235,48.950782,-122.515877,0.0,0.0,0.1,0.1833333333333333,0,1.6981800581312922
215,47.931978,-122.059667,0.0,0.0,0.2749999999999999,0.2888888888888889,1,1.756330702501258
211,47.509668,-122.260523,0.0,0.0,0.1,0.1833333333333333,0,1.7427434604755712
218,47.60357,-122.32945,0.0,0.0,0.0666666666666666,0.4555555555555555,1,1.7788205321138937
218,47.57123,-122.38514,0.0,0.0,0.1,0.1833333333333333,1,1.7062867283933953
218,47.218034,-122.540515,0.0,0.0,0.1,0.1833333333333333,1,1.6945385660025047
219,47.05699,-122.29477,0.0,0.0,0.1,0.1833333333333333,1,1.700594825806349
229,47.50172,-123.06587,0.0,0.0,0.1,0.1833333333333333,1,1.731038106848123
228,48.576246,-122.331862,0.0,0.0,0.1,0.1833333333333333,1,1.7041494853706483
230,48.477648,-122.166015,0.0,0.0,0.1,0.1833333333333333,1,1.7568600139149742
247,47.243854,-122.790202,0.0,0.0,0.1,0.1833333333333333,1,1.7132716610313428
225,48.57232,-123.08407,0.0,0.0,0.1,0.1833333333333333,0,1.769761794960148
236,48.405837,-122.268198,0.0,0.0,0.4047619047619047,0.5095238095238096,1,2.276918280159432
213,47.289093,-122.524498,0.0,0.0,0.25,0.35,0,1.7271179854885594
213,48.020556,-122.075998,0.0,0.0,0.25,0.35,0,1.7331373838923396
213,48.06114,-122.1769,0.0,0.0,0.25,0.35,0,1.7127979735483685
215,47.14808,-122.1591,0.0,0.0,0.25,0.35,1,1.707429508922041
216,47.755985,-118.70598,0.0,0.0,0.25,0.35,1,1.7208458234407291
218,47.560656,-122.289896,0.0,0.0,0.25,0.35,1,1.7410908462745274
218,47.62984,-120.68945,0.0,0.0,0.25,0.35,1,1.757855818667874
219,48.48809,-122.48052,0.0,0.0,0.25,0.35,1,1.8047608506946367
221,47.141445,-117.769621,0.0,0.0,0.25,0.35,1,1.7133541008855453
222,47.879423,-122.257014,0.0,0.0,0.25,0.35,1,1.7086044554869821
225,47.891121,-122.251039,0.0,0.0,0.25,0.35,1,1.7058828854779324
226,48.10886,-122.7749,0.0,0.0,0.25,0.35,1,1.7304117913999484
226,47.211043,-122.205347,0.0,0.0,0.25,0.35,1,1.713784454136049
228,47.668825,-122.400325,0.0,0.0,0.25,0.35,1,1.7034347874072298
232,47.870097,-121.771984,0.0,0.0,0.25,0.35,1,1.7465411995762992
246,47.24858,-122.537,0.0,0.0,0.25,0.35,1,1.7308795612405794
206,47.493894,-121.775961,0.0,0.0,0.3125,0.45,0,1.9734062885677777
228,47.525074,-122.225477,0.0,0.0,0.5,0.4833333333333333,1,1.740509881515082
228,47.240623,-122.445883,0.0,0.0,0.5,0.4833333333333333,1,1.7143550210244523
221,46.912444,-122.671798,0.0,0.0,0.5,0.4833333333333333,1,1.7025363950121966
221,47.131975,-122.411295,0.0,0.0,0.5,0.4833333333333333,1,1.6974983306501799
212,47.200261,-117.51781,0.0,0.0,0.25,0.35,0,1.7205792612627184
212,47.08953,-117.1628,0.0,0.0,0.25,0.35,0,1.7219655481426102
233,47.04844,-122.87007,0.0,0.0,0.3055555555555555,0.4555555555555555,1,1.7265468891015592
249,48.408343,-122.336482,0.0,0.0,0.5,0.5125,1,1.7827714335920593
246,47.50524,-122.684707,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.744166393718887
252,48.12963,-123.20584,0.0,0.0,0.4333333333333333,0.4833333333333333,0,1.8355917150723415
268,46.841351,-122.392016,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.7139564851359175
294,48.503398,-119.338305,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.8285133665937847
215,47.19044,-122.29537,0.0,0.0,0.1,0.1833333333333333,1,1.710805244562056
227,45.59324,-122.488527,0.0,0.0,0.2,0.2,1,1.7253473464742786
233,47.060275,-122.379662,0.0,0.0,0.2,0.2,1,1.710430574359203
234,47.398357,-122.111738,0.0,0.0,0.2,0.2,1,1.7810731513958442
236,47.709007,-122.284542,0.0,0.0,0.2,0.2,1,1.695546443008846
235,45.63346,-122.570986,0.0,0.0,0.2,0.2,1,1.7218846718120424
237,47.945727,-122.228838,0.0,0.0,0.2,0.2,1,1.6883689752521918
234,47.20433,-121.99136,0.0,0.0,0.2,0.2,1,1.7633247247548762
236,47.388627,-122.656108,0.0,0.0,0.2,0.2,1,1.732418444680398
238,48.082204,-123.198713,0.0,0.0,0.2,0.2,0,2.0869511290543072
217,47.63225,-122.630197,0.0,0.0,0.2,0.2,1,1.7096437982020405
231,47.755195,-122.109534,0.0,0.0,0.2,0.2,1,1.6894783002256937
231,47.61738,-122.05887,0.0,0.0,0.4125,0.35,1,1.7526088428666535
254,48.532276,-121.887885,0.0,0.0,0.2,0.2,1,1.9802388100182036
237,47.907508,-122.230233,0.0,0.0,0.2,0.2,1,1.704387477920221
231,48.52342,-122.91395,0.0,0.0,0.2,0.2,0,1.7083115689947346
270,46.020144,-118.661825,0.0,0.0,0.2,0.2,1,1.734652845332119
230,46.465248,-124.052826,0.0,0.0,0.25,0.2,1,1.6509227466040242
209,47.933129,-122.293699,0.0,0.0,0.2,0.2,0,1.780374374475833
215,47.050621,-123.109658,0.0,0.0,0.2,0.2,1,1.7932748144952713
264,47.574194,-122.166457,0.0,0.0,0.6,0.475,1,1.7308868046534103
239,47.35908,-121.923629,0.0,0.0,0.5,0.55,1,1.8682147779809557
268,48.095955,-123.795088,0.0,0.0,0.5,0.55,0,1.893574988928997
225,48.845908,-122.588058,0.0,0.0,0.1,0.1833333333333333,0,1.8579388953541043
216,47.54468,-122.374105,0.0,0.0,0.1,0.1,1,1.8024815279505786
216,47.97659,-122.20596,0.0,0.0,0.0666666666666666,0.3999999999999999,1,1.807179729029193
238,47.68509,-122.372095,0.0,0.0,0.2,0.2,1,1.694499498629551
241,47.487766,-122.219129,0.0,0.0,0.2,0.2,1,1.754764353997285
230,48.39112,-122.64695,0.0,0.0,0.1,0.1833333333333333,1,1.7299266503033417
233,48.242254,-122.373943,0.0,0.0,0.2,0.2,1,1.7159883593242464
249,47.477551,-122.060598,0.0,0.0,0.2,0.2,1,1.785613133220542
251,47.855333,-121.677526,0.0,0.0,0.2,0.2,1,1.777460292491244
251,48.31647,-122.51477,0.0,0.0,0.2,0.2,1,1.7177031466843735
234,47.906715,-121.931951,0.0,0.0,0.2,0.2,1,1.7536974459718315
258,45.744309,-122.535741,0.0,0.0,-0.0930555555555555,0.4138888888888889,1,2.7322533850256234
255,48.49268,-122.63295,0.0,0.0,0.2,0.2,1,1.789780375548249
259,47.420229,-122.010821,0.0,0.0,0.2,0.2,1,1.8194132080789565
263,48.754556,-122.355564,0.0,0.0,0.2,0.2,1,1.8987607737478867
264,48.46846,-122.33029,0.0,0.0,0.2,0.2,1,1.691371732333997
247,47.719267,-122.315819,0.0,0.0,0.2,0.2,1,1.7179587753448926
252,47.90705,-122.384789,0.0,0.0,0.2,0.2,1,1.7071719257350106
246,47.882167,-122.195532,0.0,0.0,0.2,0.2,1,1.6961456371684793
208,47.020014,-122.891195,0.0,0.0,0.1,0.6,0,2.446914328921938
261,48.708025,-122.464589,0.0,0.0,0.2,0.2,1,1.7408617129528894
264,47.53766,-122.16548,0.0,0.0,0.2,0.2,1,1.7539191577601125
239,48.953787,-122.26614,0.0,0.0,0.2,0.2,1,1.9373070457668928
243,47.879443,-122.147197,0.0,0.0,0.2,0.2,1,1.7480967708941502
249,47.30151,-122.3303,0.0,0.0,0.2,0.2,1,1.7460390754471617
249,47.654803,-122.160521,0.0,0.0,0.2,0.2,1,1.7291024132611792
259,48.545776,-122.220749,0.0,0.0,0.2,0.2,1,1.7673151594122383
273,47.246044,-122.429213,0.0,0.0,0.2,0.2,1,1.7389257907976927
274,47.726017,-122.676581,0.0,0.0,0.2,0.2,1,1.7036304957054202
236,47.007685,-122.962164,0.0,0.0,0.2,0.2,1,1.872625058857765
239,47.6459,-117.253179,0.0,0.0,0.2,0.2,1,1.714568185303933
239,47.853746,-122.204045,0.0,0.0,0.2,0.2,1,1.7028197964082041
254,47.785322,-122.375933,0.0,0.0,0.2,0.2,1,1.700279950523429
242,47.908189,-122.202048,0.0,0.0,0.2,0.2,1,1.7044186288507486
254,47.394157,-122.189103,0.0,0.0,0.2,0.2,1,1.7892179354964326
256,47.227842,-122.214784,0.0,0.0,0.2,0.2,1,1.7182430244136588
257,46.959808,-122.91682,0.0,0.0,0.2,0.2,1,1.7247363842661474
261,48.891767,-122.470845,0.0,0.0,0.2,0.2,1,2.2926384150441512
272,48.11542,-122.5708,0.0,0.0,0.2,0.2,1,1.6998807052457146
282,48.494598,-122.669236,0.0,0.0,0.2,0.2,1,1.7279971103274259
221,47.49721,-122.349374,0.0,0.0,0.1,0.1,1,1.7952896796564126
273,47.102019,-122.397727,0.0,0.0,0.2,0.2,1,1.7257679854034385
291,46.81651,-123.045374,0.0,0.0,0.2,0.2,1,1.689049517468118
296,47.282895,-122.370925,0.0,0.0,0.2,0.2,1,1.8154685148316205
236,47.57083,-122.116973,0.0,0.0,0.1,0.15,1,1.7343814263638748
280,47.475779,-122.174094,0.0,0.0,0.25,0.2,1,1.767884772550008
241,48.442281,-122.66319,0.0,0.0,0.2,0.2,1,1.7280145087218686
242,46.986494,-123.025588,0.0,0.0,0.2,0.2,1,1.6880473942568484
243,47.634119,-122.646627,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.7202320601172456
230,47.6719,-122.309099,0.0,0.0,0.25,0.35,1,1.7068833083836321
232,48.176361,-122.527905,0.0,0.0,0.25,0.35,1,1.731481521828473
241,47.075321,-122.938893,0.0,0.0,0.25,0.35,1,1.7085441966593455
242,47.443912,-122.130202,0.0,0.0,0.25,0.35,1,1.7644936091648156
248,47.271095,-122.365131,0.0,0.0,0.25,0.35,1,1.7483914616915073
249,47.769078,-122.208112,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.6905885239713574
235,47.487594,-122.141388,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.7409716210382042
237,47.44827,-122.349867,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.7316911057356414
237,47.165431,-122.259652,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.6970398956596757
239,47.165333,-122.258067,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.7002978561843263
240,48.9429,-122.45079,0.0,0.0,0.4333333333333333,0.4833333333333333,0,1.8685163226314325
241,47.307189,-122.371999,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.7369256555754695
242,47.37821,-122.547277,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.731376105044396
243,47.587289,-122.179357,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.7366284017321882
246,48.076941,-122.169435,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.7091463608339907
246,48.23107,-122.40175,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.7187592283498392
250,47.531225,-122.222416,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.7533751893737415
250,47.587281,-122.377808,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.7263866541593582
250,47.824793,-122.323378,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.720641328389368
253,47.679229,-122.271999,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.699421060884645
255,47.615469,-122.351444,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.7167078738706156
255,47.214927,-121.137946,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.7513012012994673
260,48.948178,-122.434531,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.7242376375903612
260,47.865911,-121.986893,0.0,0.0,0.4333333333333333,0.4833333333333333,1,1.7405256037202872
228,45.795906,-122.728302,0.0,0.0,0.2,0.2,1,1.7122189638415952
292,47.658675,-122.131686,0.0,0.0,0.2,0.2,1,1.7663636737869264
204,47.8408,-120.0168,0.0,0.0,0.25,0.35,0,1.699968451262465
227,45.692328,-121.881868,0.0,0.0,0.2,0.2,1,1.7306374469784633
245,47.91188,-122.229591,0.0,0.0,0.05,0.25,1,1.6889904149261648
228,46.024049,-122.83074,0.0,0.0,-0.0249999999999999,0.4,1,2.7493040924399157
232,45.488689,-122.488862,0.0,0.0,0.2,0.2,1,1.7262158258063351
279,46.989223,-122.890027,0.0,0.0,-0.0199999999999999,0.32,1,2.024827368377005
281,47.045726,-122.792312,0.0,0.0,0.25,0.2,1,1.7337794784822749
231,47.638256,-122.351426,0.0,0.0,0.1666666666666666,0.5666666666666667,1,2.2996668364099193
221,47.690938,-119.108498,0.0,0.0,0.2,0.2,1,1.7738426202927091
215,47.58588,-122.388727,0.0,0.0,0.2,0.2,1,1.7191582263942573
220,45.621509,-122.591326,0.0,0.0,0.1,0.1833333333333333,1,1.715658537602368
214,47.289738,-122.187615,0.0,0.0,0.1,0.1833333333333333,1,1.7392705613821402
208,46.55621,-120.39197,0.0,0.0,0.25,0.35,0,1.7809510682433978
282,47.18975,-122.87225,0.0,0.0,0.2,0.2,1,1.7211009772993309
241,48.977464,-123.046965,0.0,0.0,0.25,0.2,0,2.0875770570257
243,48.909416,-122.446138,0.0,0.0,0.25,0.2,1,2.0362013013200935
209,46.695014,-120.743934,0.0,0.0,0.2,0.2,0,1.7522822843430028
233,47.924262,-117.355765,0.0,0.0,0.2641666666666666,0.6083333333333333,1,2.4111987703077427
208,46.65404,-120.53113,0.0,0.0,0.2,0.2,0,1.7817648084576867
242,48.25431,-121.60421,0.0,0.0,0.3999999999999999,0.4000000000000001,1,2.131821953094191
270,45.65224,-122.534257,0.0,0.0,0.1,0.6,1,2.131093320423887
206,46.41399,-117.05521,0.0,0.0,0.1,0.1833333333333333,0,1.7154702941289346
202,48.40315,-122.64749,0.0,0.0,0.1,0.1,0,2.0847129319139275
170,47.62984,-120.68945,0.0,0.0,0.0,0.0,0,6.115168998190377
154,48.930139,-122.521446,0.0,0.0,0.0,0.0,0,6.286728998657168
176,48.994043,-122.265018,0.0,0.0,0.0,0.0,0,3.9951871579464844
179,47.762372,-120.166098,0.0,0.0,0.0,0.0,0,2.915896389168962
135,47.2022,-122.24,0.0,0.0,0.5,0.5,0,2.084072602793166
153,47.263518,-122.647769,0.0,0.0,1.0,1.0,0,1.7759848104467932
149,47.783707,-122.49238,0.0,0.0,0.0,0.0,0,4.393638383390698
156,47.668471,-117.401621,0.0,0.0,0.0,0.0,0,2.549309129710383
163,48.891581,-122.350758,0.0,0.0,0.0,0.0,0,5.865546677669741
186,47.93669,-122.227271,0.0,0.0,0.3999999999999999,0.5222222222222223,0,1.5597756190747718
197,48.95921,-122.66856,0.0,0.0,0.875,0.9,0,3.045300463986122
170,47.548071,-122.258975,0.0,0.0,0.875,0.9,0,1.7930755721173244
141,47.54103,-122.63847,0.0,0.0,0.0,0.0,0,4.818494849856121
170,46.28451,-119.192993,0.0,0.0,0.0,0.0,0,2.4783852350071474
169,47.872818,-121.816455,0.0,0.0,0.0,0.0,0,5.614488679324565
178,47.098045,-122.641664,0.0,0.0,0.0,0.0,0,4.544195571785071
182,47.819557,-122.267824,0.0,0.0,0.0,0.1666666666666666,0,1.6826350474581608
151,47.65726,-117.41228,0.0,0.0,0.0,0.0,0,4.0034770546330645
187,47.646366,-122.35795,0.0,0.0,0.65,0.625,0,1.7719895571384499
138,47.583325,-122.30953,0.0,0.0,0.0,0.0,0,4.023747873760311
156,48.839058,-122.616491,0.0,0.0,0.0,0.3333333333333333,0,2.2347189438428967
181,47.943097,-122.107435,0.0,0.0,0.0,0.0,0,5.161986937406954
147,47.718381,-122.244582,0.0,0.0,0.0,0.0,0,4.419685010146635
148,47.768386,-122.533587,0.0,0.0,0.2,0.5,0,1.4878122644284084
143,48.95716,-122.442328,0.0,0.0,0.0,0.0,0,5.716032802557431
179,47.286369,-122.29237,0.0,0.0,0.35,0.5333333333333333,0,1.8316746402613895
165,46.520671,-124.040339,0.0,0.0,0.4,1.0,0,1.8475609871044465
176,47.574509,-122.608247,0.0,0.0,0.0,0.0,0,5.1168753261380475
199,47.595339,-122.538166,0.0,0.0,0.0,0.0,0,5.3947383225702685
176,47.070274,-120.031115,0.0,0.0,0.0,0.0,0,3.675544437789461
197,47.382718,-119.486962,0.0,0.0,0.0,0.0,0,3.6875475574693835
204,47.335563,-122.62679,0.0,0.0,0.0,0.1666666666666666,0,1.9492281008668313
191,47.282509,-122.523254,0.0,0.0,0.0,0.1666666666666666,0,1.807240969165085
200,48.907806,-122.457983,0.0,0.0,0.0,0.1666666666666666,0,2.085365853327257
194,47.13196,-119.2771,0.0,0.0,0.0,0.0,0,1.5718612228113826
199,46.995798,-122.994285,0.0,0.0,0.0,0.0,0,4.324863425660354
198,47.68774,-122.18811,0.0,0.0,0.0,0.0,0,5.701758044217118
145,47.22499,-122.46741,0.0,0.0,0.5,0.5,0,1.8167194339351835
193,46.518059,-122.707123,0.0,0.0,0.0,0.0,0,3.566060372415372
169,47.264643,-122.531842,0.0,0.0,0.3,0.5,0,1.7344764464238036
186,47.20433,-121.99136,0.0,0.0,0.5,0.5,0,1.7825355819891646
188,47.864698,-122.199884,0.0,0.0,0.5,0.5,0,1.9064567702717798
190,46.815361,-122.994037,0.0,0.0,0.5,0.5,0,2.9200163551655516
173,47.83616,-120.01641,0.0,0.0,0.0,0.0,0,3.0820907537107516
192,47.701545,-122.063859,0.0,0.0,0.0,0.0,0,5.02592283521782
192,47.461768,-122.281784,0.0,0.0,0.0,0.0,0,5.41775707715437
183,46.96679,-117.91437,0.0,0.0,0.0,0.0,0,2.9655423556901592
186,47.3334,-119.55158,0.0,0.0,0.0,0.0,0,6.520662781634777
154,46.65221,-122.931688,0.0,0.0,0.0,0.0,0,3.22884683631119
138,47.23676,-122.865346,0.0,0.0,-0.0361111111111111,0.5166666666666667,0,1.9333686144853057
198,47.494711,-120.357834,0.0,0.0,-0.0694444444444444,0.4027777777777777,0,3.115723243434147
150,47.62984,-120.68945,0.0,0.0,0.1666666666666666,0.5333333333333333,0,1.55576582431152
109,48.931157,-122.548199,0.0,0.0,0.0,0.0,0,7.018740681795262
237,47.767236,-122.203342,0.0,0.0,0.0,0.0,1,14.329760226806735
237,46.212198,-119.293372,0.0,0.0,0.0,0.0,1,10.228373446442077
192,46.417813,-117.033198,0.0,0.0,-0.3,0.5,0,2.1501113798589753
133,47.00379,-123.40382,0.0,0.0,-0.1,0.3,0,2.0519768636058178
165,47.256264,-122.214568,0.0,0.0,0.0,0.0,0,6.285341903375075
149,46.996464,-124.163885,0.0,0.0,0.4,0.5125,0,1.935328552833003
151,48.072186,-121.041012,0.0,0.0,0.1666666666666666,0.5333333333333333,0,1.907329979258021
156,48.237708,-122.245875,0.0,0.0,0.0,0.0,0,4.305636663426839
187,47.8408,-120.0168,0.0,0.0,0.0,0.0,0,2.99013392493281
187,46.28427,-119.18917,0.0,0.0,0.0,0.0,0,3.129470182584019
188,47.8408,-120.0168,0.0,0.0,0.0,0.0,0,3.0958010971345087
190,46.218477,-119.264509,0.0,0.0,0.0,0.0,0,1.95747530801828
193,47.30853,-119.54238,0.0,0.0,0.0,0.0,0,2.563371174557411
193,46.695252,-120.521207,0.0,0.0,0.0,0.0,0,2.7595648701564435
141,47.69733,-122.17461,0.0,0.0,1.0,1.0,0,1.5259601385930797
116,48.584053,-122.232279,-0.1,0.0,0.0,0.0,0,5.457310997841159
207,47.835074,-117.423595,-0.05,0.4,-0.0783333333333333,0.4283333333333333,0,2.3822456376602132
191,46.222294,-119.276708,0.0821428571428571,0.4142857142857142,0.1666666666666666,0.3666666666666667,0,2.1152321104570406
272,47.629332,-122.523578,0.5,0.5,0.4333333333333333,0.4833333333333333,1,1.8597831495958814
262,47.001914,-122.794889,-0.05,0.4,0.2,0.2,1,1.8304836769551411
212,47.14699,-122.56047,-0.05,0.4,0.25,0.35,0,1.6695295452549206
110,48.176506,-122.527462,-0.0712962962962963,0.3342592592592592,0.0,0.1,0,2.284380157041174
122,47.798705,-122.288636,0.0,0.625,0.0,0.0,0,8.478030095511258
233,47.896191,-122.308045,-0.0555555555555555,0.0555555555555555,0.5,0.5666666666666667,1,1.7914683762844503
252,47.309399,-122.225668,-0.0833333333333333,0.4666666666666667,0.4333333333333333,0.4833333333333333,1,1.751832335246326
279,48.16976,-122.52769,0.075,0.7,0.4333333333333333,0.4833333333333333,1,1.728468532220617
253,48.273371,-122.732061,0.0,0.0,0.4047619047619047,0.5095238095238096,1,2.0565823446811913
250,47.25513,-122.44164,-0.0888888888888888,0.4111111111111111,0.2,0.2,1,1.7443665637650896
281,48.74311,-122.448364,0.0,0.0,0.6166666666666667,0.7000000000000001,1,2.1961919331118187
199,46.346115,-120.633108,-0.05,0.4,0.0,0.0,0,6.5585703920751035
157,47.789125,-122.504333,-0.05,0.4,0.0,0.0,0,3.504068773571573
214,47.400671,-122.214939,0.04,0.3705555555555556,0.25,0.35,1,1.8881153748265354
139,47.703717,-122.360349,0.0,0.4407407407407407,1.0,1.0,0,1.5126472392779298
199,47.554437,-122.225114,-0.05,0.4,1.0,1.0,0,1.7130699183489706
275,47.49362,-121.782515,0.025,0.4,0.2,0.2,1,1.7822539794674088
224,47.362899,-122.556274,-0.0221428571428571,0.4607142857142857,0.0125,0.4125,1,3.0967313333675666
272,48.38874,-122.49724,-0.2833333333333333,0.6416666666666667,0.2,0.2,1,1.7270359401660886
199,48.84457,-122.614134,-0.15,0.4,0.0,0.0,0,4.571262971014618
